YEAR,NEIGHBORHOOD_CLUSTER,OFFENSE,SHIFT,NUMBER_OF_CRIMES
2015,Cluster 30,SEX ABUSE,EVENING,5
2015,Cluster 30,SEX ABUSE,MIDNIGHT,4
2015,Cluster 30,THEFT F/AUTO,EVENING,34
2015,Cluster 30,THEFT F/AUTO,DAY,32
2015,Cluster 30,THEFT F/AUTO,MIDNIGHT,11
2015,Cluster 30,THEFT/OTHER,EVENING,73
2015,Cluster 30,THEFT/OTHER,DAY,45
2015,Cluster 30,THEFT/OTHER,MIDNIGHT,45
2015,Cluster 31,ARSON,EVENING,2
2015,Cluster 31,ASSAULT W/DANGEROUS WEAPON,EVENING,66
2015,Cluster 31,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,51
2015,Cluster 31,ASSAULT W/DANGEROUS WEAPON,DAY,36
2015,Cluster 31,BURGLARY,EVENING,41
2015,Cluster 31,BURGLARY,DAY,25
2015,Cluster 31,BURGLARY,MIDNIGHT,21
2015,Cluster 31,HOMICIDE,MIDNIGHT,9
2015,Cluster 31,MOTOR VEHICLE THEFT,DAY,66
2015,Cluster 31,MOTOR VEHICLE THEFT,EVENING,52
2015,Cluster 31,MOTOR VEHICLE THEFT,MIDNIGHT,31
2015,Cluster 31,ROBBERY,EVENING,56
2015,Cluster 31,ROBBERY,MIDNIGHT,50
2015,Cluster 31,ROBBERY,DAY,31
2015,Cluster 31,SEX ABUSE,EVENING,7
2015,Cluster 31,SEX ABUSE,MIDNIGHT,3
2015,Cluster 31,SEX ABUSE,DAY,2
2015,Cluster 31,THEFT F/AUTO,DAY,107
2015,Cluster 31,THEFT F/AUTO,EVENING,94
2015,Cluster 31,THEFT F/AUTO,MIDNIGHT,28
2015,Cluster 31,THEFT/OTHER,EVENING,120
2015,Cluster 31,THEFT/OTHER,DAY,67
2015,Cluster 31,THEFT/OTHER,MIDNIGHT,46
2015,Cluster 32,ASSAULT W/DANGEROUS WEAPON,EVENING,54
2015,Cluster 32,ASSAULT W/DANGEROUS WEAPON,DAY,33
2015,Cluster 32,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,30
2015,Cluster 32,BURGLARY,EVENING,39
2015,Cluster 32,BURGLARY,MIDNIGHT,32
2015,Cluster 32,BURGLARY,DAY,25
2015,Cluster 32,HOMICIDE,MIDNIGHT,6
2015,Cluster 32,MOTOR VEHICLE THEFT,DAY,57
2015,Cluster 32,MOTOR VEHICLE THEFT,EVENING,32
2015,Cluster 32,MOTOR VEHICLE THEFT,MIDNIGHT,22
2015,Cluster 32,ROBBERY,EVENING,62
2015,Cluster 32,ROBBERY,MIDNIGHT,36
2015,Cluster 32,ROBBERY,DAY,22
2015,Cluster 32,SEX ABUSE,MIDNIGHT,4
2015,Cluster 32,SEX ABUSE,DAY,3
2015,Cluster 32,SEX ABUSE,EVENING,2
2015,Cluster 32,THEFT F/AUTO,DAY,76
2015,Cluster 32,THEFT F/AUTO,EVENING,52
2015,Cluster 32,THEFT F/AUTO,MIDNIGHT,18
2015,Cluster 32,THEFT/OTHER,EVENING,203
2015,Cluster 32,THEFT/OTHER,DAY,84
2015,Cluster 32,THEFT/OTHER,MIDNIGHT,77
2015,Cluster 33,ARSON,EVENING,1
2015,Cluster 33,ASSAULT W/DANGEROUS WEAPON,EVENING,65
2015,Cluster 33,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,55
2015,Cluster 33,ASSAULT W/DANGEROUS WEAPON,DAY,27
2015,Cluster 33,BURGLARY,EVENING,54
2015,Cluster 33,BURGLARY,DAY,29
2015,Cluster 33,BURGLARY,MIDNIGHT,19
2015,Cluster 33,HOMICIDE,MIDNIGHT,10
2015,Cluster 33,MOTOR VEHICLE THEFT,DAY,63
2015,Cluster 33,MOTOR VEHICLE THEFT,EVENING,51
2015,Cluster 33,MOTOR VEHICLE THEFT,MIDNIGHT,35
2015,Cluster 33,ROBBERY,EVENING,67
2015,Cluster 33,ROBBERY,MIDNIGHT,41
2015,Cluster 33,ROBBERY,DAY,28
2015,Cluster 33,SEX ABUSE,EVENING,5
2015,Cluster 33,SEX ABUSE,DAY,3
2015,Cluster 33,SEX ABUSE,MIDNIGHT,1
2015,Cluster 33,THEFT F/AUTO,DAY,109
2015,Cluster 33,THEFT F/AUTO,EVENING,79
2015,Cluster 33,THEFT F/AUTO,MIDNIGHT,23
2015,Cluster 33,THEFT/OTHER,EVENING,114
2015,Cluster 33,THEFT/OTHER,DAY,67
2015,Cluster 33,THEFT/OTHER,MIDNIGHT,47
2015,Cluster 34,ARSON,MIDNIGHT,2
2015,Cluster 34,ASSAULT W/DANGEROUS WEAPON,EVENING,48
2015,Cluster 34,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,41
2015,Cluster 34,ASSAULT W/DANGEROUS WEAPON,DAY,17
2015,Cluster 34,BURGLARY,EVENING,37
2015,Cluster 34,BURGLARY,DAY,23
2015,Cluster 34,BURGLARY,MIDNIGHT,14
2015,Cluster 34,HOMICIDE,MIDNIGHT,4
2015,Cluster 34,MOTOR VEHICLE THEFT,DAY,64
2015,Cluster 34,MOTOR VEHICLE THEFT,MIDNIGHT,37
2015,Cluster 34,MOTOR VEHICLE THEFT,EVENING,22
2015,Cluster 34,ROBBERY,MIDNIGHT,34
2015,Cluster 34,ROBBERY,EVENING,27
2015,Cluster 34,ROBBERY,DAY,26
2015,Cluster 34,SEX ABUSE,MIDNIGHT,7
2015,Cluster 34,SEX ABUSE,EVENING,4
2015,Cluster 34,THEFT F/AUTO,DAY,148
2015,Cluster 34,THEFT F/AUTO,EVENING,69
2015,Cluster 34,THEFT F/AUTO,MIDNIGHT,30
2015,Cluster 34,THEFT/OTHER,EVENING,106
2015,Cluster 34,THEFT/OTHER,DAY,73
2015,Cluster 34,THEFT/OTHER,MIDNIGHT,46
2015,Cluster 35,ASSAULT W/DANGEROUS WEAPON,DAY,8
2015,Cluster 35,ASSAULT W/DANGEROUS WEAPON,EVENING,7
2015,Cluster 35,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,5
2015,Cluster 35,BURGLARY,EVENING,15
2015,Cluster 35,BURGLARY,DAY,7
2015,Cluster 35,BURGLARY,MIDNIGHT,5
2015,Cluster 35,HOMICIDE,MIDNIGHT,1
2015,Cluster 35,MOTOR VEHICLE THEFT,DAY,24
2015,Cluster 35,MOTOR VEHICLE THEFT,EVENING,13
2015,Cluster 35,MOTOR VEHICLE THEFT,MIDNIGHT,6
2015,Cluster 35,ROBBERY,EVENING,13
2015,Cluster 35,ROBBERY,MIDNIGHT,9
2015,Cluster 35,ROBBERY,DAY,7
2015,Cluster 35,SEX ABUSE,DAY,1
2015,Cluster 35,THEFT F/AUTO,DAY,52
2015,Cluster 35,THEFT F/AUTO,EVENING,26
2015,Cluster 35,THEFT F/AUTO,MIDNIGHT,12
2015,Cluster 35,THEFT/OTHER,EVENING,69
2015,Cluster 35,THEFT/OTHER,DAY,48
2015,Cluster 35,THEFT/OTHER,MIDNIGHT,9
2015,Cluster 36,ARSON,EVENING,1
2015,Cluster 36,ASSAULT W/DANGEROUS WEAPON,EVENING,24
2015,Cluster 36,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,21
2015,Cluster 36,ASSAULT W/DANGEROUS WEAPON,DAY,15
2015,Cluster 36,BURGLARY,EVENING,21
2015,Cluster 36,BURGLARY,DAY,7
2015,Cluster 36,BURGLARY,MIDNIGHT,7
2015,Cluster 36,HOMICIDE,MIDNIGHT,12
2015,Cluster 36,MOTOR VEHICLE THEFT,DAY,19
2015,Cluster 36,MOTOR VEHICLE THEFT,EVENING,12
2015,Cluster 36,MOTOR VEHICLE THEFT,MIDNIGHT,6
2015,Cluster 36,ROBBERY,EVENING,24
2015,Cluster 36,ROBBERY,MIDNIGHT,15
2015,Cluster 36,ROBBERY,DAY,11
2015,Cluster 36,SEX ABUSE,DAY,2
2015,Cluster 36,SEX ABUSE,EVENING,1
2015,Cluster 36,SEX ABUSE,MIDNIGHT,1
2015,Cluster 36,THEFT F/AUTO,DAY,37
2015,Cluster 36,THEFT F/AUTO,EVENING,19
2015,Cluster 36,THEFT F/AUTO,MIDNIGHT,4
2015,Cluster 36,THEFT/OTHER,EVENING,44
2015,Cluster 36,THEFT/OTHER,DAY,33
2015,Cluster 36,THEFT/OTHER,MIDNIGHT,27
2015,Cluster 37,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,33
2015,Cluster 37,ASSAULT W/DANGEROUS WEAPON,EVENING,26
2015,Cluster 37,ASSAULT W/DANGEROUS WEAPON,DAY,23
2015,Cluster 37,BURGLARY,EVENING,45
2015,Cluster 37,BURGLARY,DAY,29
2015,Cluster 37,BURGLARY,MIDNIGHT,14
2015,Cluster 37,HOMICIDE,MIDNIGHT,6
2015,Cluster 37,MOTOR VEHICLE THEFT,DAY,54
2015,Cluster 37,MOTOR VEHICLE THEFT,EVENING,19
2015,Cluster 37,MOTOR VEHICLE THEFT,MIDNIGHT,15
2015,Cluster 37,ROBBERY,EVENING,32
2015,Cluster 37,ROBBERY,MIDNIGHT,24
2015,Cluster 37,ROBBERY,DAY,10
2015,Cluster 37,SEX ABUSE,EVENING,4
2015,Cluster 37,SEX ABUSE,MIDNIGHT,2
2015,Cluster 37,SEX ABUSE,DAY,1
2015,Cluster 37,THEFT F/AUTO,DAY,35
2015,Cluster 37,THEFT F/AUTO,EVENING,27
2015,Cluster 37,THEFT F/AUTO,MIDNIGHT,9
2015,Cluster 37,THEFT/OTHER,EVENING,60
2015,Cluster 37,THEFT/OTHER,DAY,49
2015,Cluster 37,THEFT/OTHER,MIDNIGHT,19
2015,Cluster 38,ARSON,MIDNIGHT,2
2015,Cluster 38,ASSAULT W/DANGEROUS WEAPON,EVENING,43
2015,Cluster 38,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,41
2015,Cluster 38,ASSAULT W/DANGEROUS WEAPON,DAY,22
2015,Cluster 38,BURGLARY,EVENING,36
2015,Cluster 38,BURGLARY,MIDNIGHT,29
2015,Cluster 38,BURGLARY,DAY,16
2015,Cluster 38,HOMICIDE,MIDNIGHT,11
2015,Cluster 38,MOTOR VEHICLE THEFT,DAY,65
2015,Cluster 38,MOTOR VEHICLE THEFT,EVENING,26
2015,Cluster 38,MOTOR VEHICLE THEFT,MIDNIGHT,21
2015,Cluster 38,ROBBERY,MIDNIGHT,43
2015,Cluster 38,ROBBERY,EVENING,42
2015,Cluster 38,ROBBERY,DAY,16
2015,Cluster 38,SEX ABUSE,DAY,4
2015,Cluster 38,SEX ABUSE,MIDNIGHT,3
2015,Cluster 38,SEX ABUSE,EVENING,2
2015,Cluster 38,THEFT F/AUTO,DAY,63
2015,Cluster 38,THEFT F/AUTO,EVENING,30
2015,Cluster 38,THEFT F/AUTO,MIDNIGHT,18
2015,Cluster 38,THEFT/OTHER,EVENING,92
2015,Cluster 38,THEFT/OTHER,DAY,64
2015,Cluster 38,THEFT/OTHER,MIDNIGHT,23
2015,Cluster 39,ARSON,MIDNIGHT,2
2015,Cluster 39,ARSON,DAY,1
2015,Cluster 39,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,93
2015,Cluster 39,ASSAULT W/DANGEROUS WEAPON,EVENING,78
2015,Cluster 39,ASSAULT W/DANGEROUS WEAPON,DAY,53
2015,Cluster 39,BURGLARY,EVENING,59
2015,Cluster 39,BURGLARY,DAY,46
2015,Cluster 39,BURGLARY,MIDNIGHT,34
2015,Cluster 39,HOMICIDE,MIDNIGHT,16
2015,Cluster 39,MOTOR VEHICLE THEFT,DAY,85
2015,Cluster 39,MOTOR VEHICLE THEFT,EVENING,58
2015,Cluster 39,MOTOR VEHICLE THEFT,MIDNIGHT,36
2015,Cluster 39,ROBBERY,EVENING,76
2015,Cluster 39,ROBBERY,DAY,62
2015,Cluster 39,ROBBERY,MIDNIGHT,61
2015,Cluster 39,SEX ABUSE,EVENING,9
2015,Cluster 39,SEX ABUSE,DAY,6
2015,Cluster 39,SEX ABUSE,MIDNIGHT,6
2015,Cluster 39,THEFT F/AUTO,DAY,130
2015,Cluster 39,THEFT F/AUTO,EVENING,85
2015,Cluster 39,THEFT F/AUTO,MIDNIGHT,36
2015,Cluster 39,THEFT/OTHER,EVENING,184
2015,Cluster 39,THEFT/OTHER,DAY,124
2015,Cluster 39,THEFT/OTHER,MIDNIGHT,76
2015,Cluster 4,ASSAULT W/DANGEROUS WEAPON,EVENING,7
2015,Cluster 4,ASSAULT W/DANGEROUS WEAPON,DAY,5
2015,Cluster 4,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,5
2015,Cluster 4,BURGLARY,DAY,23
2015,Cluster 4,BURGLARY,EVENING,13
2015,Cluster 4,BURGLARY,MIDNIGHT,4
2015,Cluster 4,MOTOR VEHICLE THEFT,EVENING,18
2015,Cluster 4,MOTOR VEHICLE THEFT,DAY,12
2015,Cluster 4,MOTOR VEHICLE THEFT,MIDNIGHT,6
2015,Cluster 4,ROBBERY,MIDNIGHT,17
2015,Cluster 4,ROBBERY,EVENING,5
2015,Cluster 4,ROBBERY,DAY,2
2015,Cluster 4,SEX ABUSE,EVENING,3
2015,Cluster 4,SEX ABUSE,DAY,2
2015,Cluster 4,SEX ABUSE,MIDNIGHT,2
2015,Cluster 4,THEFT F/AUTO,EVENING,93
2015,Cluster 4,THEFT F/AUTO,DAY,74
2015,Cluster 4,THEFT F/AUTO,MIDNIGHT,15
2015,Cluster 4,THEFT/OTHER,EVENING,477
2015,Cluster 4,THEFT/OTHER,DAY,255
2015,Cluster 4,THEFT/OTHER,MIDNIGHT,29
2015,Cluster 5,ASSAULT W/DANGEROUS WEAPON,DAY,8
2015,Cluster 5,ASSAULT W/DANGEROUS WEAPON,EVENING,7
2015,Cluster 5,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,6
2015,Cluster 5,BURGLARY,EVENING,18
2015,Cluster 5,BURGLARY,DAY,12
2015,Cluster 5,BURGLARY,MIDNIGHT,8
2015,Cluster 5,MOTOR VEHICLE THEFT,EVENING,6
2015,Cluster 5,MOTOR VEHICLE THEFT,DAY,3
2015,Cluster 5,ROBBERY,EVENING,9
2015,Cluster 5,ROBBERY,DAY,6
2015,Cluster 5,ROBBERY,MIDNIGHT,6
2015,Cluster 5,SEX ABUSE,DAY,4
2015,Cluster 5,SEX ABUSE,EVENING,4
2015,Cluster 5,THEFT F/AUTO,DAY,45
2015,Cluster 5,THEFT F/AUTO,EVENING,36
2015,Cluster 5,THEFT F/AUTO,MIDNIGHT,13
2015,Cluster 5,THEFT/OTHER,EVENING,259
2015,Cluster 5,THEFT/OTHER,DAY,203
2015,Cluster 5,THEFT/OTHER,MIDNIGHT,42
2015,Cluster 6,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,31
2015,Cluster 6,ASSAULT W/DANGEROUS WEAPON,EVENING,14
2015,Cluster 6,ASSAULT W/DANGEROUS WEAPON,DAY,8
2015,Cluster 6,BURGLARY,DAY,29
2015,Cluster 6,BURGLARY,EVENING,26
2015,Cluster 6,BURGLARY,MIDNIGHT,16
2015,Cluster 6,MOTOR VEHICLE THEFT,EVENING,37
2015,Cluster 6,MOTOR VEHICLE THEFT,DAY,31
2015,Cluster 6,MOTOR VEHICLE THEFT,MIDNIGHT,19
2015,Cluster 6,ROBBERY,MIDNIGHT,43
2015,Cluster 6,ROBBERY,EVENING,31
2015,Cluster 6,ROBBERY,DAY,12
2015,Cluster 6,SEX ABUSE,DAY,6
2015,Cluster 6,SEX ABUSE,EVENING,5
2015,Cluster 6,SEX ABUSE,MIDNIGHT,2
2015,Cluster 6,THEFT F/AUTO,MIDNIGHT,244
2015,Cluster 6,THEFT F/AUTO,DAY,228
2015,Cluster 6,THEFT F/AUTO,EVENING,197
2015,Cluster 6,THEFT/OTHER,EVENING,540
2015,Cluster 6,THEFT/OTHER,DAY,414
2015,Cluster 6,THEFT/OTHER,MIDNIGHT,121
2015,Cluster 7,ASSAULT W/DANGEROUS WEAPON,EVENING,14
2015,Cluster 7,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,14
2015,Cluster 7,ASSAULT W/DANGEROUS WEAPON,DAY,8
2015,Cluster 7,BURGLARY,EVENING,40
2015,Cluster 7,BURGLARY,DAY,35
2015,Cluster 7,BURGLARY,MIDNIGHT,9
2015,Cluster 7,HOMICIDE,MIDNIGHT,6
2015,Cluster 7,MOTOR VEHICLE THEFT,EVENING,28
2015,Cluster 7,MOTOR VEHICLE THEFT,DAY,20
2015,Cluster 7,MOTOR VEHICLE THEFT,MIDNIGHT,16
2015,Cluster 7,ROBBERY,EVENING,48
2015,Cluster 7,ROBBERY,MIDNIGHT,34
2015,Cluster 7,ROBBERY,DAY,7
2015,Cluster 7,SEX ABUSE,EVENING,4
2015,Cluster 7,SEX ABUSE,MIDNIGHT,3
2015,Cluster 7,SEX ABUSE,DAY,2
2015,Cluster 7,THEFT F/AUTO,DAY,236
2015,Cluster 7,THEFT F/AUTO,EVENING,232
2015,Cluster 7,THEFT F/AUTO,MIDNIGHT,76
2015,Cluster 7,THEFT/OTHER,EVENING,220
2015,Cluster 7,THEFT/OTHER,DAY,160
2015,Cluster 7,THEFT/OTHER,MIDNIGHT,45
2015,Cluster 8,ARSON,DAY,1
2015,Cluster 8,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,46
2015,Cluster 8,ASSAULT W/DANGEROUS WEAPON,EVENING,34
2015,Cluster 8,ASSAULT W/DANGEROUS WEAPON,DAY,26
2015,Cluster 8,BURGLARY,DAY,23
2015,Cluster 8,BURGLARY,EVENING,7
2015,Cluster 8,BURGLARY,MIDNIGHT,4
2015,Cluster 8,HOMICIDE,MIDNIGHT,4
2015,Cluster 8,MOTOR VEHICLE THEFT,EVENING,34
2015,Cluster 8,MOTOR VEHICLE THEFT,DAY,29
2015,Cluster 8,MOTOR VEHICLE THEFT,MIDNIGHT,15
2015,Cluster 8,ROBBERY,MIDNIGHT,62
2015,Cluster 8,ROBBERY,EVENING,60
2015,Cluster 8,ROBBERY,DAY,24
2015,Cluster 8,SEX ABUSE,EVENING,10
2015,Cluster 8,SEX ABUSE,MIDNIGHT,6
2015,Cluster 8,SEX ABUSE,DAY,1
2015,Cluster 8,THEFT F/AUTO,EVENING,259
2015,Cluster 8,THEFT F/AUTO,DAY,205
2015,Cluster 8,THEFT F/AUTO,MIDNIGHT,148
2015,Cluster 8,THEFT/OTHER,EVENING,757
2015,Cluster 8,THEFT/OTHER,DAY,532
2015,Cluster 8,THEFT/OTHER,MIDNIGHT,187
2015,Cluster 9,ARSON,MIDNIGHT,1
2015,Cluster 9,ASSAULT W/DANGEROUS WEAPON,EVENING,23
2015,Cluster 9,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,11
2015,Cluster 9,ASSAULT W/DANGEROUS WEAPON,DAY,4
2015,Cluster 9,BURGLARY,EVENING,11
2015,Cluster 9,BURGLARY,DAY,9
2015,Cluster 9,BURGLARY,MIDNIGHT,5
2015,Cluster 9,HOMICIDE,MIDNIGHT,4
2015,Cluster 9,MOTOR VEHICLE THEFT,DAY,32
2015,Cluster 9,MOTOR VEHICLE THEFT,EVENING,18
2015,Cluster 9,MOTOR VEHICLE THEFT,MIDNIGHT,14
2015,Cluster 9,ROBBERY,EVENING,22
2015,Cluster 9,ROBBERY,DAY,11
2015,Cluster 9,ROBBERY,MIDNIGHT,11
2015,Cluster 9,SEX ABUSE,DAY,2
2015,Cluster 9,SEX ABUSE,EVENING,2
2015,Cluster 9,SEX ABUSE,MIDNIGHT,1
2015,Cluster 9,THEFT F/AUTO,EVENING,76
2015,Cluster 9,THEFT F/AUTO,DAY,75
2015,Cluster 9,THEFT F/AUTO,MIDNIGHT,14
2015,Cluster 9,THEFT/OTHER,EVENING,118
2015,Cluster 9,THEFT/OTHER,DAY,85
2015,Cluster 9,THEFT/OTHER,MIDNIGHT,36
2016,Cluster 1,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,19
2016,Cluster 1,ASSAULT W/DANGEROUS WEAPON,EVENING,6
2016,Cluster 1,ASSAULT W/DANGEROUS WEAPON,DAY,4
2016,Cluster 1,BURGLARY,EVENING,35
2016,Cluster 1,BURGLARY,DAY,23
2016,Cluster 1,BURGLARY,MIDNIGHT,6
2016,Cluster 1,HOMICIDE,MIDNIGHT,2
2016,Cluster 1,MOTOR VEHICLE THEFT,EVENING,21
2016,Cluster 1,MOTOR VEHICLE THEFT,DAY,19
2016,Cluster 1,MOTOR VEHICLE THEFT,MIDNIGHT,7
2016,Cluster 1,ROBBERY,MIDNIGHT,32
2016,Cluster 1,ROBBERY,EVENING,9
2016,Cluster 1,ROBBERY,DAY,7
2016,Cluster 1,SEX ABUSE,MIDNIGHT,4
2016,Cluster 1,SEX ABUSE,EVENING,3
2016,Cluster 1,SEX ABUSE,DAY,1
2016,Cluster 1,THEFT F/AUTO,DAY,150
2016,Cluster 1,THEFT F/AUTO,EVENING,149
2016,Cluster 1,THEFT F/AUTO,MIDNIGHT,56
2016,Cluster 1,THEFT/OTHER,EVENING,150
2016,Cluster 1,THEFT/OTHER,DAY,140
2016,Cluster 1,THEFT/OTHER,MIDNIGHT,65
2016,Cluster 10,ASSAULT W/DANGEROUS WEAPON,EVENING,5
2016,Cluster 10,ASSAULT W/DANGEROUS WEAPON,DAY,4
2016,Cluster 10,BURGLARY,EVENING,15
2016,Cluster 10,BURGLARY,DAY,13
2016,Cluster 10,BURGLARY,MIDNIGHT,7
2016,Cluster 10,HOMICIDE,MIDNIGHT,1
2016,Cluster 10,MOTOR VEHICLE THEFT,DAY,28
2016,Cluster 10,MOTOR VEHICLE THEFT,EVENING,7
2016,Cluster 10,MOTOR VEHICLE THEFT,MIDNIGHT,4
2016,Cluster 10,ROBBERY,EVENING,4
2016,Cluster 10,ROBBERY,DAY,2
2016,Cluster 10,ROBBERY,MIDNIGHT,2
2016,Cluster 10,SEX ABUSE,EVENING,1
2016,Cluster 10,THEFT F/AUTO,DAY,76
2016,Cluster 10,THEFT F/AUTO,EVENING,62
2016,Cluster 10,THEFT F/AUTO,MIDNIGHT,8
2016,Cluster 10,THEFT/OTHER,EVENING,43
2016,Cluster 10,THEFT/OTHER,DAY,24
2016,Cluster 10,THEFT/OTHER,MIDNIGHT,7
2016,Cluster 11,ASSAULT W/DANGEROUS WEAPON,EVENING,12
2016,Cluster 11,ASSAULT W/DANGEROUS WEAPON,DAY,2
2016,Cluster 11,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,2
2016,Cluster 11,BURGLARY,EVENING,13
2016,Cluster 11,BURGLARY,DAY,10
2016,Cluster 11,BURGLARY,MIDNIGHT,5
2016,Cluster 11,MOTOR VEHICLE THEFT,DAY,11
2016,Cluster 11,MOTOR VEHICLE THEFT,EVENING,5
2016,Cluster 11,MOTOR VEHICLE THEFT,MIDNIGHT,1
2016,Cluster 11,ROBBERY,EVENING,7
2016,Cluster 11,ROBBERY,MIDNIGHT,3
2016,Cluster 11,ROBBERY,DAY,2
2016,Cluster 11,SEX ABUSE,MIDNIGHT,2
2016,Cluster 11,SEX ABUSE,DAY,1
2016,Cluster 11,THEFT F/AUTO,EVENING,96
2016,Cluster 11,THEFT F/AUTO,DAY,80
2016,Cluster 11,THEFT F/AUTO,MIDNIGHT,9
2016,Cluster 11,THEFT/OTHER,EVENING,186
2016,Cluster 11,THEFT/OTHER,DAY,96
2016,Cluster 11,THEFT/OTHER,MIDNIGHT,20
2016,Cluster 12,ASSAULT W/DANGEROUS WEAPON,DAY,2
2016,Cluster 12,ASSAULT W/DANGEROUS WEAPON,EVENING,1
2016,Cluster 12,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,1
2016,Cluster 12,BURGLARY,DAY,5
2016,Cluster 12,BURGLARY,EVENING,1
2016,Cluster 12,MOTOR VEHICLE THEFT,DAY,4
2016,Cluster 12,MOTOR VEHICLE THEFT,EVENING,3
2016,Cluster 12,MOTOR VEHICLE THEFT,MIDNIGHT,3
2016,Cluster 12,ROBBERY,EVENING,2
2016,Cluster 12,ROBBERY,DAY,1
2016,Cluster 12,SEX ABUSE,EVENING,1
2016,Cluster 12,THEFT F/AUTO,EVENING,38
2016,Cluster 12,THEFT F/AUTO,DAY,30
2016,Cluster 12,THEFT F/AUTO,MIDNIGHT,3
2016,Cluster 12,THEFT/OTHER,EVENING,38
2016,Cluster 12,THEFT/OTHER,DAY,23
2016,Cluster 12,THEFT/OTHER,MIDNIGHT,4
2016,Cluster 13,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,4
2016,Cluster 13,ASSAULT W/DANGEROUS WEAPON,DAY,2
2016,Cluster 13,ASSAULT W/DANGEROUS WEAPON,EVENING,1
2016,Cluster 13,BURGLARY,DAY,8
2016,Cluster 13,BURGLARY,EVENING,8
2016,Cluster 13,BURGLARY,MIDNIGHT,4
2016,Cluster 13,MOTOR VEHICLE THEFT,DAY,12
2016,Cluster 13,MOTOR VEHICLE THEFT,EVENING,6
2016,Cluster 13,MOTOR VEHICLE THEFT,MIDNIGHT,3
2016,Cluster 13,ROBBERY,DAY,2
2016,Cluster 13,ROBBERY,EVENING,1
2016,Cluster 13,ROBBERY,MIDNIGHT,1
2016,Cluster 13,THEFT F/AUTO,DAY,68
2016,Cluster 13,THEFT F/AUTO,EVENING,29
2016,Cluster 13,THEFT F/AUTO,MIDNIGHT,5
2016,Cluster 13,THEFT/OTHER,DAY,33
2016,Cluster 13,THEFT/OTHER,EVENING,29
2016,Cluster 13,THEFT/OTHER,MIDNIGHT,4
2016,Cluster 14,ASSAULT W/DANGEROUS WEAPON,DAY,4
2016,Cluster 14,ASSAULT W/DANGEROUS WEAPON,EVENING,3
2016,Cluster 14,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,1
2016,Cluster 14,BURGLARY,EVENING,5
2016,Cluster 14,BURGLARY,DAY,4
2016,Cluster 14,BURGLARY,MIDNIGHT,4
2016,Cluster 14,HOMICIDE,MIDNIGHT,1
2016,Cluster 14,MOTOR VEHICLE THEFT,DAY,10
2016,Cluster 14,MOTOR VEHICLE THEFT,EVENING,10
2016,Cluster 14,ROBBERY,DAY,1
2016,Cluster 14,ROBBERY,EVENING,1
2016,Cluster 14,SEX ABUSE,EVENING,1
2016,Cluster 14,THEFT F/AUTO,DAY,39
2016,Cluster 14,THEFT F/AUTO,EVENING,16
2016,Cluster 14,THEFT F/AUTO,MIDNIGHT,1
2016,Cluster 14,THEFT/OTHER,DAY,69
2016,Cluster 14,THEFT/OTHER,EVENING,67
2016,Cluster 14,THEFT/OTHER,MIDNIGHT,16
2016,Cluster 15,ASSAULT W/DANGEROUS WEAPON,EVENING,1
2016,Cluster 15,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,1
2016,Cluster 15,BURGLARY,DAY,19
2016,Cluster 15,BURGLARY,EVENING,11
2016,Cluster 15,BURGLARY,MIDNIGHT,1
2016,Cluster 15,MOTOR VEHICLE THEFT,EVENING,10
2016,Cluster 15,MOTOR VEHICLE THEFT,DAY,7
2016,Cluster 15,MOTOR VEHICLE THEFT,MIDNIGHT,3
2016,Cluster 15,ROBBERY,MIDNIGHT,8
2016,Cluster 15,ROBBERY,DAY,3
2016,Cluster 15,ROBBERY,EVENING,3
2016,Cluster 15,SEX ABUSE,EVENING,2
2016,Cluster 15,SEX ABUSE,MIDNIGHT,1
2016,Cluster 15,THEFT F/AUTO,EVENING,79
2016,Cluster 15,THEFT F/AUTO,DAY,62
2016,Cluster 15,THEFT F/AUTO,MIDNIGHT,10
2016,Cluster 15,THEFT/OTHER,EVENING,92
2016,Cluster 15,THEFT/OTHER,DAY,91
2016,Cluster 15,THEFT/OTHER,MIDNIGHT,15
2016,Cluster 16,ASSAULT W/DANGEROUS WEAPON,DAY,4
