,Year,Neighborhood Cluster,Offense,Neighborhoods,Median Price,Number of Crimes
2048,2014,Cluster 26,Theft/Other,"Capitol Hill, Lincoln Park",729500,722
2049,2014,Cluster 27,Assault w/Dangerous Weapon,"Near Southeast, Navy Yard",535000,5
2050,2014,Cluster 27,Burglary,"Near Southeast, Navy Yard",535000,9
2051,2014,Cluster 27,Motor Vehicle Theft,"Near Southeast, Navy Yard",535000,14
2052,2014,Cluster 27,Robbery,"Near Southeast, Navy Yard",535000,10
2053,2014,Cluster 27,Theft f/Auto,"Near Southeast, Navy Yard",535000,89
2054,2014,Cluster 27,Theft/Other,"Near Southeast, Navy Yard",535000,91
2055,2014,Cluster 28,Assault w/Dangerous Weapon,Historic Anacostia,275000,59
2056,2014,Cluster 28,Burglary,Historic Anacostia,275000,75
2057,2014,Cluster 28,Homicide,Historic Anacostia,275000,3
2058,2014,Cluster 28,Motor Vehicle Theft,Historic Anacostia,275000,49
2059,2014,Cluster 28,Robbery,Historic Anacostia,275000,65
2060,2014,Cluster 28,Sex Abuse,Historic Anacostia,275000,5
2061,2014,Cluster 28,Theft f/Auto,Historic Anacostia,275000,76
2062,2014,Cluster 28,Theft/Other,Historic Anacostia,275000,140
2063,2014,Cluster 29,Assault w/Dangerous Weapon,"Eastland Gardens, Kenilworth",290000,41
2064,2014,Cluster 29,Burglary,"Eastland Gardens, Kenilworth",290000,12
2065,2014,Cluster 29,Homicide,"Eastland Gardens, Kenilworth",290000,2
2066,2014,Cluster 29,Motor Vehicle Theft,"Eastland Gardens, Kenilworth",290000,24
2067,2014,Cluster 29,Robbery,"Eastland Gardens, Kenilworth",290000,19
2068,2014,Cluster 29,Sex Abuse,"Eastland Gardens, Kenilworth",290000,3
2069,2014,Cluster 29,Theft f/Auto,"Eastland Gardens, Kenilworth",290000,26
2070,2014,Cluster 29,Theft/Other,"Eastland Gardens, Kenilworth",290000,19
2071,2014,Cluster 30,Arson,"Mayfair, Hillbrook, Mahaning Heights",261900,1
2072,2014,Cluster 30,Assault w/Dangerous Weapon,"Mayfair, Hillbrook, Mahaning Heights",261900,74
2073,2014,Cluster 30,Burglary,"Mayfair, Hillbrook, Mahaning Heights",261900,42
2074,2014,Cluster 30,Homicide,"Mayfair, Hillbrook, Mahaning Heights",261900,3
2075,2014,Cluster 30,Motor Vehicle Theft,"Mayfair, Hillbrook, Mahaning Heights",261900,82
2076,2014,Cluster 30,Robbery,"Mayfair, Hillbrook, Mahaning Heights",261900,99
2077,2014,Cluster 30,Sex Abuse,"Mayfair, Hillbrook, Mahaning Heights",261900,8
2078,2014,Cluster 30,Theft f/Auto,"Mayfair, Hillbrook, Mahaning Heights",261900,93
2079,2014,Cluster 30,Theft/Other,"Mayfair, Hillbrook, Mahaning Heights",261900,130
2080,2014,Cluster 31,Arson,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",240000,2
2081,2014,Cluster 31,Assault w/Dangerous Weapon,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",240000,145
2082,2014,Cluster 31,Burglary,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",240000,108
2083,2014,Cluster 31,Homicide,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",240000,9
2084,2014,Cluster 31,Motor Vehicle Theft,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",240000,225
2085,2014,Cluster 31,Robbery,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",240000,172
2086,2014,Cluster 31,Sex Abuse,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",240000,16
2087,2014,Cluster 31,Theft f/Auto,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",240000,222
2088,2014,Cluster 31,Theft/Other,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",240000,288
2089,2014,Cluster 32,Arson,"River Terrace, Benning, Greenway, Dupont Park",227300,2
2090,2014,Cluster 32,Assault w/Dangerous Weapon,"River Terrace, Benning, Greenway, Dupont Park",227300,125
2091,2014,Cluster 32,Burglary,"River Terrace, Benning, Greenway, Dupont Park",227300,69
2092,2014,Cluster 32,Homicide,"River Terrace, Benning, Greenway, Dupont Park",227300,2
2093,2014,Cluster 32,Motor Vehicle Theft,"River Terrace, Benning, Greenway, Dupont Park",227300,142
2094,2014,Cluster 32,Robbery,"River Terrace, Benning, Greenway, Dupont Park",227300,169
2095,2014,Cluster 32,Sex Abuse,"River Terrace, Benning, Greenway, Dupont Park",227300,7
2096,2014,Cluster 32,Theft f/Auto,"River Terrace, Benning, Greenway, Dupont Park",227300,149
2097,2014,Cluster 32,Theft/Other,"River Terrace, Benning, Greenway, Dupont Park",227300,382
2098,2014,Cluster 33,Assault w/Dangerous Weapon,"Capitol View, Marshall Heights, Benning Heights",264000,163
2099,2014,Cluster 33,Burglary,"Capitol View, Marshall Heights, Benning Heights",264000,154
2100,2014,Cluster 33,Homicide,"Capitol View, Marshall Heights, Benning Heights",264000,8
2101,2014,Cluster 33,Motor Vehicle Theft,"Capitol View, Marshall Heights, Benning Heights",264000,187
2102,2014,Cluster 33,Robbery,"Capitol View, Marshall Heights, Benning Heights",264000,155
2103,2014,Cluster 33,Sex Abuse,"Capitol View, Marshall Heights, Benning Heights",264000,13
2104,2014,Cluster 33,Theft f/Auto,"Capitol View, Marshall Heights, Benning Heights",264000,196
2105,2014,Cluster 33,Theft/Other,"Capitol View, Marshall Heights, Benning Heights",264000,254
2106,2014,Cluster 34,Assault w/Dangerous Weapon,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",305000,101
2107,2014,Cluster 34,Burglary,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",305000,76
2108,2014,Cluster 34,Homicide,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",305000,3
2109,2014,Cluster 34,Motor Vehicle Theft,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",305000,160
2110,2014,Cluster 34,Robbery,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",305000,89
2111,2014,Cluster 34,Sex Abuse,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",305000,13
2112,2014,Cluster 34,Theft f/Auto,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",305000,299
2113,2014,Cluster 34,Theft/Other,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",305000,260
2114,2014,Cluster 35,Assault w/Dangerous Weapon,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",398500,23
2115,2014,Cluster 35,Burglary,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",398500,35
2116,2014,Cluster 35,Homicide,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",398500,1
2117,2014,Cluster 35,Motor Vehicle Theft,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",398500,48
2118,2014,Cluster 35,Robbery,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",398500,51
2119,2014,Cluster 35,Sex Abuse,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",398500,2
2120,2014,Cluster 35,Theft f/Auto,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",398500,80
2121,2014,Cluster 35,Theft/Other,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",398500,111
2122,2014,Cluster 36,Arson,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",231000,2
2123,2014,Cluster 36,Assault w/Dangerous Weapon,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",231000,78
2124,2014,Cluster 36,Burglary,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",231000,68
2125,2014,Cluster 36,Homicide,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",231000,3
2126,2014,Cluster 36,Motor Vehicle Theft,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",231000,51
2127,2014,Cluster 36,Robbery,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",231000,57
2128,2014,Cluster 36,Sex Abuse,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",231000,2
2129,2014,Cluster 36,Theft f/Auto,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",231000,53
2130,2014,Cluster 36,Theft/Other,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",231000,91
2131,2014,Cluster 37,Assault w/Dangerous Weapon,"Sheridan, Barry Farm, Buena Vista",275000,70
2132,2014,Cluster 37,Burglary,"Sheridan, Barry Farm, Buena Vista",275000,73
2133,2014,Cluster 37,Homicide,"Sheridan, Barry Farm, Buena Vista",275000,11
2134,2014,Cluster 37,Motor Vehicle Theft,"Sheridan, Barry Farm, Buena Vista",275000,43
2135,2014,Cluster 37,Robbery,"Sheridan, Barry Farm, Buena Vista",275000,74
2136,2014,Cluster 37,Sex Abuse,"Sheridan, Barry Farm, Buena Vista",275000,9
2137,2014,Cluster 37,Theft f/Auto,"Sheridan, Barry Farm, Buena Vista",275000,66
2138,2014,Cluster 37,Theft/Other,"Sheridan, Barry Farm, Buena Vista",275000,99
2139,2014,Cluster 38,Arson,"Douglas, Shipley Terrace",263000,1
2140,2014,Cluster 38,Assault w/Dangerous Weapon,"Douglas, Shipley Terrace",263000,118
2141,2014,Cluster 38,Burglary,"Douglas, Shipley Terrace",263000,118
2142,2014,Cluster 38,Homicide,"Douglas, Shipley Terrace",263000,6
2143,2014,Cluster 38,Motor Vehicle Theft,"Douglas, Shipley Terrace",263000,84
2144,2014,Cluster 38,Robbery,"Douglas, Shipley Terrace",263000,92
2145,2014,Cluster 38,Sex Abuse,"Douglas, Shipley Terrace",263000,8
2146,2014,Cluster 38,Theft f/Auto,"Douglas, Shipley Terrace",263000,92
2147,2014,Cluster 38,Theft/Other,"Douglas, Shipley Terrace",263000,163
2148,2014,Cluster 39,Arson,"Congress Heights, Bellevue, Washington Highlands",250000,3
2149,2014,Cluster 39,Assault w/Dangerous Weapon,"Congress Heights, Bellevue, Washington Highlands",250000,230
2150,2014,Cluster 39,Burglary,"Congress Heights, Bellevue, Washington Highlands",250000,210
2151,2014,Cluster 39,Homicide,"Congress Heights, Bellevue, Washington Highlands",250000,10
2152,2014,Cluster 39,Motor Vehicle Theft,"Congress Heights, Bellevue, Washington Highlands",250000,144
2153,2014,Cluster 39,Robbery,"Congress Heights, Bellevue, Washington Highlands",250000,203
2154,2014,Cluster 39,Sex Abuse,"Congress Heights, Bellevue, Washington Highlands",250000,30
2155,2014,Cluster 39,Theft f/Auto,"Congress Heights, Bellevue, Washington Highlands",250000,248
2156,2014,Cluster 39,Theft/Other,"Congress Heights, Bellevue, Washington Highlands",250000,392
2157,2015,Cluster 01,Assault w/Dangerous Weapon,"Kalorama Heights, Adams Morgan, Lanier Heights",1200000,20
2158,2015,Cluster 01,Burglary,"Kalorama Heights, Adams Morgan, Lanier Heights",1200000,40
2159,2015,Cluster 01,Homicide,"Kalorama Heights, Adams Morgan, Lanier Heights",1200000,1
2160,2015,Cluster 01,Motor Vehicle Theft,"Kalorama Heights, Adams Morgan, Lanier Heights",1200000,51
2161,2015,Cluster 01,Robbery,"Kalorama Heights, Adams Morgan, Lanier Heights",1200000,84
2162,2015,Cluster 01,Sex Abuse,"Kalorama Heights, Adams Morgan, Lanier Heights",1200000,9
2163,2015,Cluster 01,Theft f/Auto,"Kalorama Heights, Adams Morgan, Lanier Heights",1200000,319
2164,2015,Cluster 01,Theft/Other,"Kalorama Heights, Adams Morgan, Lanier Heights",1200000,368
2165,2015,Cluster 02,Arson,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",700000,1
2166,2015,Cluster 02,Assault w/Dangerous Weapon,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",700000,125
2167,2015,Cluster 02,Burglary,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",700000,145
2168,2015,Cluster 02,Homicide,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",700000,8
2169,2015,Cluster 02,Motor Vehicle Theft,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",700000,116
2170,2015,Cluster 02,Robbery,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",700000,296
2171,2015,Cluster 02,Sex Abuse,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",700000,23
2172,2015,Cluster 02,Theft f/Auto,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",700000,1306
2173,2015,Cluster 02,Theft/Other,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",700000,1128
2174,2015,Cluster 03,Assault w/Dangerous Weapon,"Howard University, Le Droit Park, Cardozo/Shaw",777778,50
2175,2015,Cluster 03,Burglary,"Howard University, Le Droit Park, Cardozo/Shaw",777778,45
2176,2015,Cluster 03,Homicide,"Howard University, Le Droit Park, Cardozo/Shaw",777778,3
2177,2015,Cluster 03,Motor Vehicle Theft,"Howard University, Le Droit Park, Cardozo/Shaw",777778,74
2178,2015,Cluster 03,Robbery,"Howard University, Le Droit Park, Cardozo/Shaw",777778,100
2179,2015,Cluster 03,Sex Abuse,"Howard University, Le Droit Park, Cardozo/Shaw",777778,9
2180,2015,Cluster 03,Theft f/Auto,"Howard University, Le Droit Park, Cardozo/Shaw",777778,667
2181,2015,Cluster 03,Theft/Other,"Howard University, Le Droit Park, Cardozo/Shaw",777778,500
2182,2015,Cluster 04,Assault w/Dangerous Weapon,"Georgetown, Burleith/Hillandale",1467500,17
2183,2015,Cluster 04,Burglary,"Georgetown, Burleith/Hillandale",1467500,40
2184,2015,Cluster 04,Motor Vehicle Theft,"Georgetown, Burleith/Hillandale",1467500,36
2185,2015,Cluster 04,Robbery,"Georgetown, Burleith/Hillandale",1467500,24
2186,2015,Cluster 04,Sex Abuse,"Georgetown, Burleith/Hillandale",1467500,7
2187,2015,Cluster 04,Theft f/Auto,"Georgetown, Burleith/Hillandale",1467500,182
2188,2015,Cluster 04,Theft/Other,"Georgetown, Burleith/Hillandale",1467500,761
2189,2015,Cluster 05,Assault w/Dangerous Weapon,"West End, Foggy Bottom, GWU",747500,21
2190,2015,Cluster 05,Burglary,"West End, Foggy Bottom, GWU",747500,38
2191,2015,Cluster 05,Motor Vehicle Theft,"West End, Foggy Bottom, GWU",747500,9
2192,2015,Cluster 05,Robbery,"West End, Foggy Bottom, GWU",747500,21
2193,2015,Cluster 05,Sex Abuse,"West End, Foggy Bottom, GWU",747500,8
2194,2015,Cluster 05,Theft f/Auto,"West End, Foggy Bottom, GWU",747500,94
2195,2015,Cluster 05,Theft/Other,"West End, Foggy Bottom, GWU",747500,504
2196,2015,Cluster 06,Assault w/Dangerous Weapon,"Dupont Circle, Connecticut Avenue/K Street",1395000,53
2197,2015,Cluster 06,Burglary,"Dupont Circle, Connecticut Avenue/K Street",1395000,71
2198,2015,Cluster 06,Motor Vehicle Theft,"Dupont Circle, Connecticut Avenue/K Street",1395000,87
2199,2015,Cluster 06,Robbery,"Dupont Circle, Connecticut Avenue/K Street",1395000,86
2200,2015,Cluster 06,Sex Abuse,"Dupont Circle, Connecticut Avenue/K Street",1395000,13
2201,2015,Cluster 06,Theft f/Auto,"Dupont Circle, Connecticut Avenue/K Street",1395000,669
2202,2015,Cluster 06,Theft/Other,"Dupont Circle, Connecticut Avenue/K Street",1395000,1075
2203,2015,Cluster 07,Assault w/Dangerous Weapon,"Shaw, Logan Circle",853500,36
2204,2015,Cluster 07,Burglary,"Shaw, Logan Circle",853500,84
2205,2015,Cluster 07,Homicide,"Shaw, Logan Circle",853500,6
2206,2015,Cluster 07,Motor Vehicle Theft,"Shaw, Logan Circle",853500,64
2207,2015,Cluster 07,Robbery,"Shaw, Logan Circle",853500,89
2208,2015,Cluster 07,Sex Abuse,"Shaw, Logan Circle",853500,9
2209,2015,Cluster 07,Theft f/Auto,"Shaw, Logan Circle",853500,544
2210,2015,Cluster 07,Theft/Other,"Shaw, Logan Circle",853500,425
2211,2015,Cluster 08,Arson,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",786250,1
2212,2015,Cluster 08,Assault w/Dangerous Weapon,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",786250,106
2213,2015,Cluster 08,Burglary,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",786250,34
2214,2015,Cluster 08,Homicide,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",786250,4
2215,2015,Cluster 08,Motor Vehicle Theft,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",786250,78
2216,2015,Cluster 08,Robbery,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",786250,146
2217,2015,Cluster 08,Sex Abuse,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",786250,17
2218,2015,Cluster 08,Theft f/Auto,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",786250,612
2219,2015,Cluster 08,Theft/Other,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",786250,1476
2220,2015,Cluster 09,Arson,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",800000,1
2221,2015,Cluster 09,Assault w/Dangerous Weapon,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",800000,38
2222,2015,Cluster 09,Burglary,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",800000,25
2223,2015,Cluster 09,Homicide,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",800000,4
2224,2015,Cluster 09,Motor Vehicle Theft,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",800000,64
2225,2015,Cluster 09,Robbery,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",800000,44
2226,2015,Cluster 09,Sex Abuse,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",800000,5
2227,2015,Cluster 09,Theft f/Auto,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",800000,165
2228,2015,Cluster 09,Theft/Other,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",800000,239
2229,2015,Cluster 10,Assault w/Dangerous Weapon,"Hawthorne, Barnaby Woods, Chevy Chase",950889,1
2230,2015,Cluster 10,Burglary,"Hawthorne, Barnaby Woods, Chevy Chase",950889,30
2231,2015,Cluster 10,Motor Vehicle Theft,"Hawthorne, Barnaby Woods, Chevy Chase",950889,27
2232,2015,Cluster 10,Robbery,"Hawthorne, Barnaby Woods, Chevy Chase",950889,13
2233,2015,Cluster 10,Theft f/Auto,"Hawthorne, Barnaby Woods, Chevy Chase",950889,109
2234,2015,Cluster 10,Theft/Other,"Hawthorne, Barnaby Woods, Chevy Chase",950889,71
2235,2015,Cluster 11,Assault w/Dangerous Weapon,"Friendship Heights, American University Park, Tenleytown",1002000,5
2236,2015,Cluster 11,Burglary,"Friendship Heights, American University Park, Tenleytown",1002000,23
2237,2015,Cluster 11,Motor Vehicle Theft,"Friendship Heights, American University Park, Tenleytown",1002000,20
2238,2015,Cluster 11,Robbery,"Friendship Heights, American University Park, Tenleytown",1002000,20
2239,2015,Cluster 11,Sex Abuse,"Friendship Heights, American University Park, Tenleytown",1002000,2
2240,2015,Cluster 11,Theft f/Auto,"Friendship Heights, American University Park, Tenleytown",1002000,202
2241,2015,Cluster 11,Theft/Other,"Friendship Heights, American University Park, Tenleytown",1002000,378
2242,2015,Cluster 12,Assault w/Dangerous Weapon,"North Cleveland Park, Forest Hills, Van Ness",1312500,1
2243,2015,Cluster 12,Burglary,"North Cleveland Park, Forest Hills, Van Ness",1312500,12
2244,2015,Cluster 12,Motor Vehicle Theft,"North Cleveland Park, Forest Hills, Van Ness",1312500,13
2245,2015,Cluster 12,Robbery,"North Cleveland Park, Forest Hills, Van Ness",1312500,8
2246,2015,Cluster 12,Sex Abuse,"North Cleveland Park, Forest Hills, Van Ness",1312500,2
2247,2015,Cluster 12,Theft f/Auto,"North Cleveland Park, Forest Hills, Van Ness",1312500,124
2248,2015,Cluster 12,Theft/Other,"North Cleveland Park, Forest Hills, Van Ness",1312500,67
2249,2015,Cluster 13,Assault w/Dangerous Weapon,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1300000,2
2250,2015,Cluster 13,Burglary,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1300000,6
2251,2015,Cluster 13,Motor Vehicle Theft,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1300000,18
2252,2015,Cluster 13,Robbery,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1300000,6
2253,2015,Cluster 13,Sex Abuse,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1300000,2
2254,2015,Cluster 13,Theft f/Auto,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1300000,72
2255,2015,Cluster 13,Theft/Other,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1300000,62
2256,2015,Cluster 14,Assault w/Dangerous Weapon,"Cathedral Heights, McLean Gardens, Glover Park",895000,1
2257,2015,Cluster 14,Burglary,"Cathedral Heights, McLean Gardens, Glover Park",895000,40
2258,2015,Cluster 14,Homicide,"Cathedral Heights, McLean Gardens, Glover Park",895000,1
2259,2015,Cluster 14,Motor Vehicle Theft,"Cathedral Heights, McLean Gardens, Glover Park",895000,19
2260,2015,Cluster 14,Robbery,"Cathedral Heights, McLean Gardens, Glover Park",895000,4
2261,2015,Cluster 14,Sex Abuse,"Cathedral Heights, McLean Gardens, Glover Park",895000,3
2262,2015,Cluster 14,Theft f/Auto,"Cathedral Heights, McLean Gardens, Glover Park",895000,121
2263,2015,Cluster 14,Theft/Other,"Cathedral Heights, McLean Gardens, Glover Park",895000,132
2264,2015,Cluster 15,Assault w/Dangerous Weapon,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1400000,4
2265,2015,Cluster 15,Burglary,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1400000,16
2266,2015,Cluster 15,Homicide,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1400000,4
2267,2015,Cluster 15,Motor Vehicle Theft,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1400000,21
2268,2015,Cluster 15,Robbery,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1400000,6
2269,2015,Cluster 15,Sex Abuse,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1400000,4
2270,2015,Cluster 15,Theft f/Auto,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1400000,189
2271,2015,Cluster 15,Theft/Other,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1400000,157
2272,2015,Cluster 16,Assault w/Dangerous Weapon,"Colonial Village, Shepherd Park, North Portal Estates",810000,1
2273,2015,Cluster 16,Burglary,"Colonial Village, Shepherd Park, North Portal Estates",810000,25
2274,2015,Cluster 16,Motor Vehicle Theft,"Colonial Village, Shepherd Park, North Portal Estates",810000,14
2275,2015,Cluster 16,Robbery,"Colonial Village, Shepherd Park, North Portal Estates",810000,11
2276,2015,Cluster 16,Theft f/Auto,"Colonial Village, Shepherd Park, North Portal Estates",810000,102
2277,2015,Cluster 16,Theft/Other,"Colonial Village, Shepherd Park, North Portal Estates",810000,33
2278,2015,Cluster 17,Arson,"Takoma, Brightwood, Manor Park",522500,1
2279,2015,Cluster 17,Assault w/Dangerous Weapon,"Takoma, Brightwood, Manor Park",522500,34
2280,2015,Cluster 17,Burglary,"Takoma, Brightwood, Manor Park",522500,63
2281,2015,Cluster 17,Homicide,"Takoma, Brightwood, Manor Park",522500,3
2282,2015,Cluster 17,Motor Vehicle Theft,"Takoma, Brightwood, Manor Park",522500,87
2283,2015,Cluster 17,Robbery,"Takoma, Brightwood, Manor Park",522500,121
2284,2015,Cluster 17,Sex Abuse,"Takoma, Brightwood, Manor Park",522500,11
2285,2015,Cluster 17,Theft f/Auto,"Takoma, Brightwood, Manor Park",522500,497
2286,2015,Cluster 17,Theft/Other,"Takoma, Brightwood, Manor Park",522500,414
2287,2015,Cluster 18,Arson,"Brightwood Park, Crestwood, Petworth",650000,1
2288,2015,Cluster 18,Assault w/Dangerous Weapon,"Brightwood Park, Crestwood, Petworth",650000,101
2289,2015,Cluster 18,Burglary,"Brightwood Park, Crestwood, Petworth",650000,126
2290,2015,Cluster 18,Homicide,"Brightwood Park, Crestwood, Petworth",650000,4
2291,2015,Cluster 18,Motor Vehicle Theft,"Brightwood Park, Crestwood, Petworth",650000,142
2292,2015,Cluster 18,Robbery,"Brightwood Park, Crestwood, Petworth",650000,227
2293,2015,Cluster 18,Sex Abuse,"Brightwood Park, Crestwood, Petworth",650000,22
2294,2015,Cluster 18,Theft f/Auto,"Brightwood Park, Crestwood, Petworth",650000,627
2295,2015,Cluster 18,Theft/Other,"Brightwood Park, Crestwood, Petworth",650000,443
2296,2015,Cluster 19,Assault w/Dangerous Weapon,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",434750,39
2297,2015,Cluster 19,Burglary,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",434750,35
2298,2015,Cluster 19,Motor Vehicle Theft,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",434750,53
2299,2015,Cluster 19,Robbery,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",434750,60
2300,2015,Cluster 19,Sex Abuse,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",434750,9
2301,2015,Cluster 19,Theft f/Auto,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",434750,193
2302,2015,Cluster 19,Theft/Other,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",434750,123
2303,2015,Cluster 20,Assault w/Dangerous Weapon,"North Michigan Park, Michigan Park, University Heights",444250,25
2304,2015,Cluster 20,Burglary,"North Michigan Park, Michigan Park, University Heights",444250,79
2305,2015,Cluster 20,Homicide,"North Michigan Park, Michigan Park, University Heights",444250,1
2306,2015,Cluster 20,Motor Vehicle Theft,"North Michigan Park, Michigan Park, University Heights",444250,46
2307,2015,Cluster 20,Robbery,"North Michigan Park, Michigan Park, University Heights",444250,29
2308,2015,Cluster 20,Sex Abuse,"North Michigan Park, Michigan Park, University Heights",444250,2
2309,2015,Cluster 20,Theft f/Auto,"North Michigan Park, Michigan Park, University Heights",444250,140
2310,2015,Cluster 20,Theft/Other,"North Michigan Park, Michigan Park, University Heights",444250,144
2311,2015,Cluster 21,Assault w/Dangerous Weapon,"Edgewood, Bloomingdale, Truxton Circle, Eckington",679000,83
2312,2015,Cluster 21,Burglary,"Edgewood, Bloomingdale, Truxton Circle, Eckington",679000,158
2313,2015,Cluster 21,Homicide,"Edgewood, Bloomingdale, Truxton Circle, Eckington",679000,5
2314,2015,Cluster 21,Motor Vehicle Theft,"Edgewood, Bloomingdale, Truxton Circle, Eckington",679000,116
2315,2015,Cluster 21,Robbery,"Edgewood, Bloomingdale, Truxton Circle, Eckington",679000,147
